PG.ProteinGroups,PG.Genes,PG.ProteinDescriptions,[1] IBM_1.raw.PG.Quantity,[2] IBM_2.raw.PG.Quantity,[3] IBM_3.raw.PG.Quantity,[4] IBM_4.raw.PG.Quantity,[5] IBM_5.raw.PG.Quantity,[6] IBM_6.raw.PG.Quantity,[7] IBM_7.raw.PG.Quantity,[8] IBM_8.raw.PG.Quantity,[9] IBM_9.raw.PG.Quantity,[10] IBM_10.raw.PG.Quantity,[11] IBM_11.raw.PG.Quantity,[12] IBM_12.raw.PG.Quantity,[13] IBM_13.raw.PG.Quantity,[14] IBM_14.raw.PG.Quantity,[15] IBM_15.raw.PG.Quantity,[16] IBM_16.raw.PG.Quantity,[17] IBM_17.raw.PG.Quantity,[18] IBM_CTRL_1.raw.PG.Quantity,[19] IBM_CTRL_2.raw.PG.Quantity,[20] IBM_CTRL_3.raw.PG.Quantity,[21] IBM_CTRL_4.raw.PG.Quantity
A6NDK9;A6NDN3;P0CG33;Q9NYA3,GOLGA6C;GOLGA6B;GOLGA6D;GOLGA6A,Golgin subfamily A member 6C;Golgin subfamily A member 6B;Golgin subfamily A member 6D;Golgin subfamily A member 6A,NaN,NaN,NaN,NaN,NaN,2021.0908203125,NaN,NaN,NaN,2711.09619140625,NaN,2922.055908203125,NaN,NaN,NaN,NaN,9880.740234375,NaN,NaN,6479.54248046875,3211.184814453125
A6NDU8,C5orf51,UPF0600 protein C5orf51,NaN,NaN,4098.68115234375,NaN,NaN,4432.9970703125,8211.0498046875,2813.254638671875,3757.004150390625,3751.313720703125,NaN,NaN,4229.2978515625,1772.51611328125,2004.6856689453125,2454.421630859375,NaN,NaN,NaN,NaN,NaN
A6NED2,RCCD1,RCC1 domain-containing protein 1,NaN,NaN,4032.791015625,NaN,NaN,NaN,NaN,3010.53125,2823.900146484375,2775.585693359375,1717.12548828125,3824.036865234375,2678.502197265625,NaN,2602.870849609375,2261.4677734375,1220.6474609375,3552.208251953125,1759.872314453125,NaN,NaN
A6NFI3,ZNF316,Zinc finger protein 316,NaN,NaN,3089.51513671875,2357.103515625,1737.5172119140625,NaN,3695.99853515625,1965.3682861328125,2706.83544921875,1783.355224609375,NaN,4245.11865234375,1426.76806640625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A6NFQ2,TCAF2,TRPM8 channel-associated factor 2,4947.689453125,NaN,4885.61767578125,NaN,NaN,3252.343994140625,153.6962127685547,2787.976806640625,NaN,3025.748291015625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A6NFX1,MFSD2B,Major facilitator superfamily domain-containing protein 2B,3666.832763671875,NaN,5585.07470703125,3031.985595703125,NaN,NaN,NaN,NaN,962.757080078125,NaN,761.7935180664062,NaN,NaN,NaN,2937.705810546875,NaN,NaN,NaN,NaN,NaN,NaN
A6NGB9,WIPF3,WAS/WASL-interacting protein family member 3,2758.106201171875,NaN,3328.93896484375,9462.68359375,NaN,1194.84423828125,4077.885009765625,2988.956787109375,3283.826904296875,NaN,3757.7841796875,NaN,NaN,1307.4053955078125,5348.54443359375,2407.5947265625,3925.010498046875,NaN,3117.086669921875,1834.5986328125,2538.14501953125
A6NHL2,TUBAL3,Tubulin alpha chain-like 3,157569.59375,125008.953125,124925.4609375,90115.8984375,65125.46484375,66865.15625,111997.203125,146807.703125,110842.3671875,150230.03125,106318.0390625,161234.578125,62577.27734375,69640.9375,115044.9921875,100048.296875,106049.5,71361.5546875,90657.828125,53781.640625,63901.765625
A6NHQ2,FBLL1,rRNA/tRNA 2'-O-methyltransferase fibrillarin-like protein 1,675867.6875,190174.46875,937812,507990.71875,395901.75,323868.125,365377.0625,621648,626674.625,849651.4375,367928.0625,1448301,419215.5,203397.109375,387457.09375,316952.46875,240463.3125,205699.484375,172968.140625,170502.59375,233518.90625
A6NHR9,SMCHD1,Structural maintenance of chromosomes flexible hinge domain-containing protein 1,15587.07421875,9262.052734375,17245.177734375,11713.1796875,8919.099609375,8703.8125,10110.95703125,10545.2216796875,10522.7001953125,18264.015625,5484.69677734375,12426.9384765625,9654.53125,4673.78466796875,7174.3740234375,6153.43359375,4484.541015625,4370.080078125,4618.63232421875,3939.5908203125,1678.8421630859375
A6NHX0,CASTOR2,Cytosolic arginine sensor for mTORC1 subunit 2,13239.1318359375,21002.265625,11499.556640625,27901.1796875,20625.974609375,19975.26953125,18911.921875,11655.7548828125,11653.0380859375,13798.662109375,24425.23046875,7114.490234375,17376.47265625,26704.94140625,23637.724609375,25339.310546875,30949.453125,20763.74609375,26898.73828125,25908.01171875,23698
A6NHZ5,LRRC14B,Leucine-rich repeat-containing protein 14B,21422.87109375,24407.44140625,10178.84765625,15860.25,37937.59765625,22629.23046875,15869.2958984375,14413.8427734375,15738.0810546875,10946.26171875,30017.16796875,NaN,23756.40234375,22290.443359375,17208.6171875,22483.564453125,30461.251953125,10541.4892578125,33073.74609375,32778.0078125,33611.69140625
A6NI28,ARHGAP42,Rho GTPase-activating protein 42,7069.189453125,NaN,7902.501953125,3932.27783203125,NaN,NaN,4652.84912109375,6147.92431640625,8733.4091796875,11593.36328125,NaN,12476.6640625,3379.209228515625,NaN,NaN,NaN,NaN,9629.318359375,NaN,NaN,NaN
A6NI72;P14598,NCF1B;NCF1,Putative neutrophil cytosol factor 1B;Neutrophil cytosol factor 1,144163.390625,19595.71875,94363.9296875,55506.53515625,42473.203125,60562.2578125,67688.578125,71520.484375,56671.05078125,163536.46875,33812.828125,86041.9765625,51180.3984375,20828.876953125,40732.98828125,33051.69140625,13754.4384765625,10472.1181640625,14746.4521484375,14000.3876953125,5862.53125
A6NIH7;Q13432,UNC119B;UNC119,Protein unc-119 homolog B;Protein unc-119 homolog A,30933.98828125,13386.935546875,33814.7578125,27283.076171875,14088.7900390625,15931.123046875,15315.2578125,33735.25390625,18986.08984375,45528.8515625,25256.298828125,47913.3984375,22937.91796875,18445.6015625,16124.9306640625,26969.49609375,NaN,11878.45703125,12779.6435546875,NaN,NaN
A6NJ78,METTL15,12S rRNA N4-methylcytidine (m4C) methyltransferase,2246.72314453125,NaN,635.44775390625,NaN,3441.256591796875,2785.201904296875,NaN,3694.825927734375,NaN,NaN,NaN,NaN,NaN,1375.0108642578125,1481.8328857421875,NaN,746.628173828125,NaN,NaN,NaN,NaN
A6NK59,ASB14,Ankyrin repeat and SOCS box protein 14,NaN,3220.3408203125,NaN,NaN,4141.544921875,1545.9246826171875,NaN,288.6820373535156,NaN,NaN,1102.2305908203125,NaN,1693.9486083984375,2084.325927734375,4168.6591796875,1798.37841796875,4606.31982421875,NaN,2590.30517578125,3495.200927734375,NaN
A6NMY6,ANXA2P2,Putative annexin A2-like protein,10913.109375,NaN,NaN,NaN,NaN,NaN,NaN,1632.41748046875,NaN,3659.3349609375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A6NMZ7,COL6A6,Collagen alpha-6(VI) chain,80080.609375,9212.431640625,53932.71484375,31930.07421875,19861.396484375,35775.484375,77897.2578125,17603.09375,99071.8359375,51872.11328125,20937.638671875,32851.10546875,83170.3515625,26601.765625,31149.68359375,40090.05859375,37299.51953125,35266.14453125,13155.0302734375,15906.490234375,38169.76953125
A6NNC1,,Putative POM121-like protein 1-like,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1507.630615234375,NaN,NaN,NaN
A6NNS2,DHRS7C,Dehydrogenase/reductase SDR family member 7C,542515.625,594559.25,215200.59375,255641.890625,631099.75,349557.09375,343311,375117.28125,340193.75,301704.875,433879.40625,60374.89453125,355752.25,713318.625,374732.96875,563319.25,729123.3125,487698.3125,501226.9375,402788.75,793226.625
A6ZKI3;Q17RB0;Q9BWD3,RTL8C;RTL8B;RTL8A,Retrotransposon Gag-like protein 8C;Retrotransposon Gag-like protein 8B;Retrotransposon Gag-like protein 8A,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,53298.3671875,NaN,73076.484375,63348.46875,70798.3828125,NaN,NaN,NaN,NaN,57369.12109375,NaN,NaN
A7E2V4,ZSWIM8,Zinc finger SWIM domain-containing protein 8,6855.4873046875,8242.099609375,5448.96142578125,NaN,14170.1416015625,3782.8349609375,NaN,6151.3740234375,5149.85205078125,8722.7373046875,5459.75830078125,3608.689697265625,6328.10107421875,3967.337158203125,NaN,4564.38232421875,4881.9375,NaN,5691.25830078125,NaN,30381.306640625
A7E2Y1,MYH7B,Myosin-7B,1314585.625,3510404.5,4255233.5,6641152.5,5161112.5,3067284.5,1725143.625,9639146,6366807,4315933,3088960,44561596,3543155.25,1751133.25,2495064.75,1542392.625,1028861.8125,1138330.875,919666.3125,2324073.75,2018209.125
A8CG34,POM121C,Nuclear envelope pore membrane protein POM 121C,16902.79296875,9120.6826171875,12716.3828125,11477.6826171875,10302.7685546875,6341.10302734375,14040.1767578125,12682.357421875,14494.8720703125,13496.7138671875,5293.78076171875,26675.171875,9449.2890625,6809.30712890625,4909.46826171875,8121.484375,4300.0830078125,NaN,5011.7529296875,4774.51513671875,3991.9287109375
A8K2U0,A2ML1,Alpha-2-macroglobulin-like protein 1,32396.8125,NaN,NaN,7979.2880859375,NaN,NaN,9399.4873046875,NaN,NaN,131392.0625,NaN,NaN,NaN,NaN,NaN,9713.142578125,NaN,7406.73583984375,NaN,NaN,4061.340087890625
A8MU46,SMTNL1,Smoothelin-like protein 1,541777.25,472812.59375,177904.4375,296593,175169.890625,1206011.375,723298.875,317413.90625,364347.125,219994.453125,446085.84375,14238.560546875,534891.5625,1147333.5,452053.84375,868697.5625,860267.8125,127671.1171875,1044306.375,553320.5625,364106.90625
A8MWD9;P62308,SNRPGP15;SNRPG,Putative small nuclear ribonucleoprotein G-like protein 15;Small nuclear ribonucleoprotein G,250707.015625,121144.8515625,159946.46875,119706.359375,91152.7109375,101239.4453125,121480.7421875,160461.1875,149297.1875,175198.046875,85372.1640625,185844.796875,118004.9765625,71870.40625,69892.4453125,78206.484375,72303.859375,51987.03125,73595.484375,42983.3203125,50932.98046875
A8MXV4,NUDT19,Nucleoside diphosphate-linked moiety X motif 19,76350.1796875,73713.5,59162.2421875,48548.40234375,82461.71875,39370.4921875,67253.546875,63385.671875,53907.21484375,65556.3515625,91178.4140625,23068.3203125,84348.5,39168.74609375,61021.22265625,83257.8515625,24344.486328125,33345.41015625,68913.109375,7304.689453125,70834.7734375
A8MZF0,PRR33,Proline-rich protein 33,63251.5546875,276669.4375,53268.140625,98630.203125,171973.71875,172559.234375,119462.40625,53702.3125,77790.4609375,51723.8125,144379.921875,25429.94140625,117656.765625,226607.484375,158590.96875,138394.21875,418773.28125,236001.515625,294235.90625,336151.09375,296092.75
A9Z1Z3,FER1L4,Fer-1-like protein 4,6816.412109375,NaN,NaN,NaN,9298.9287109375,10192.560546875,NaN,17873.107421875,NaN,2829.596435546875,8042.8095703125,NaN,5771.41455078125,19750.279296875,NaN,5555.4814453125,12206.44140625,11421.5927734375,NaN,NaN,NaN
B0I1T2,MYO1G,Unconventional myosin-Ig,46117.14453125,NaN,32554.494140625,9134.0263671875,NaN,13028.482421875,25807.78515625,20704.85546875,16674.78515625,49736.4609375,6503.46337890625,9748.404296875,15851.7578125,2514.06689453125,8244.693359375,16423.583984375,6597.29296875,NaN,NaN,NaN,NaN
B0YJ81,HACD1,Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 1,134659.59375,118062.0859375,112478.6796875,139916.984375,194590.390625,196388.71875,121513.6328125,138024.21875,119412.203125,155532.875,116636.3125,61955.83203125,153036.78125,175723.28125,174644.5,86130.21875,184353.453125,116196.140625,122157.59375,155423.328125,163416.578125
B1AJZ9,FHAD1,Forkhead-associated domain-containing protein 1,NaN,NaN,NaN,3852.8330078125,2551.696044921875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B2RTY4,MYO9A,Unconventional myosin-IXa,1679.61474609375,2389.34228515625,1001.618896484375,NaN,2707.742431640625,1037.304443359375,NaN,3434.916748046875,4287.4541015625,6873.3701171875,820.081298828125,5586.50927734375,1111.648681640625,NaN,NaN,2206.1669921875,NaN,NaN,NaN,NaN,NaN
B2RUZ4,SMIM1,Small integral membrane protein 1,NaN,NaN,NaN,508.8257751464844,NaN,NaN,2928.39453125,NaN,2452.589599609375,NaN,3150.907958984375,3139.4208984375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B5MCY1,TDRD15,Tudor domain-containing protein 15,NaN,NaN,NaN,NaN,NaN,370.5628662109375,NaN,NaN,NaN,715.0947265625,488.51507568359375,711.81298828125,NaN,NaN,NaN,2064.839111328125,NaN,1.7077066898345947,NaN,NaN,NaN
B7ZAP0,RABGAP1L,"Rab GTPase-activating protein 1-like, isoform 10",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B7ZAQ6;P0CG08,GPR89A;GPR89B,Golgi pH regulator A;Golgi pH regulator B,43287.54296875,16138.8046875,52687.921875,42711.8125,NaN,35927.15234375,25078.087890625,41329.46484375,43502.78515625,57258.25,37744.3359375,45292.58984375,46836.74609375,40368.08203125,33050.203125,77975.9375,66659.5546875,27119.234375,51295.3203125,54876.8125,31824.697265625
B7ZW38;O60812;P0DMR1,HNRNPCL3;HNRNPCL1;HNRNPCL4,Heterogeneous nuclear ribonucleoprotein C-like 3;Heterogeneous nuclear ribonucleoprotein C-like 1;Heterogeneous nuclear ribonucleoprotein C-like 4,127063.1796875,91781.921875,187951.5625,105342.0859375,125083.921875,125555.75,105372.9296875,176067.03125,214096.609375,202619.078125,111887.421875,273442.3125,127847.3984375,95099.5703125,127892.15625,96253.5,81994.984375,74513.3359375,67940.953125,67093.859375,76885.34375
B9A064,IGLL5,Immunoglobulin lambda-like polypeptide 5,146876.78125,20614.48828125,57760.421875,33324.80859375,14493.4072265625,27354.578125,65676.625,59290.41015625,90054.484375,41380.6640625,45808.16796875,353107.78125,21793.826171875,39793.140625,25541.0390625,30277.68359375,28619.646484375,34616.61328125,13871.0439453125,44021.87109375,45286.34765625
C4AMC7;Q6VEQ5,WASH3P;WASH2P,Putative WAS protein family homolog 3;WAS protein family homolog 2,59624.625,17643.234375,63124.9296875,38039.00390625,21782.974609375,37375.16015625,40689.984375,46614.28125,55333.69140625,54963.87109375,22226.22265625,90262.25,39525.31640625,37289.50390625,37577.83984375,42874.1796875,29429.966796875,23236.138671875,25782.154296875,20016.732421875,24747.548828125
C9J798,RASA4B,Ras GTPase-activating protein 4B,38129.9140625,66366.8984375,25643.53515625,59297.36328125,55710.72265625,80862.78125,26232.107421875,47246.73046875,41643.32421875,25225.71875,27969.75,36380.01953125,34950.05859375,77030.5625,69088.5078125,51819.92578125,108951.671875,85242.1796875,42941.05859375,41365.1640625,103737.78125
C9JLR9,C11orf95,Uncharacterized protein C11orf95,6575.08740234375,776.5130004882812,1371.26953125,1131.9346923828125,4460.380859375,2686.620849609375,11480.4990234375,1532.3050537109375,1579.3065185546875,1993.42236328125,329.5822448730469,3.7287793159484863,NaN,1674.7542724609375,3371.2001953125,6325.70654296875,NaN,NaN,512.360107421875,NaN,553.7679443359375
C9JR72,KBTBD13,Kelch repeat and BTB domain-containing protein 13,35057.27734375,20094.814453125,7710.20166015625,36764.63671875,35728.42578125,22184.947265625,22050.078125,15615.0380859375,22795.849609375,13745.736328125,26855.57421875,NaN,28453.27734375,33526.140625,23193.580078125,16524.416015625,30844.7734375,31584.984375,31497.271484375,49089.71875,42816.84375
C9JRZ8,AKR1B15,Aldo-keto reductase family 1 member B15,30688.859375,6447.283203125,27245.69921875,27770.634765625,29445.21875,44535.9453125,41891.6171875,24137.703125,24674.599609375,15599.021484375,47171.09375,11342.6708984375,31328.955078125,47719.06640625,42198.9140625,40234.64453125,43122.2265625,45224.19140625,64075.40234375,54822.0390625,NaN
D6RIA3,C4orf54,Uncharacterized protein C4orf54,46197.25390625,81834.625,41324.61328125,65761.2734375,53382.1796875,82259.2890625,51632.953125,44205.69921875,34808.859375,40511.9765625,62670.546875,15892.2724609375,49569.55078125,85449.4921875,69735.96875,85442.59375,94982.421875,76922.578125,83334.7265625,96835.0390625,68554.3203125
E7EW31,PROB1,Proline-rich basic protein 1,130546.765625,191723.453125,93039.4375,152166.0625,174129.84375,153360.46875,125433.2265625,80625.1640625,115137.875,84030.40625,164312.15625,34778.75,170279.53125,246931.5625,141817.265625,171200.875,178920.140625,90922.9609375,200719.140625,164960.078125,191945.375
E9PAV3,NACA,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form",849951.75,1344820.25,938131.9375,1400963.875,1648970.25,1408446.375,1455327.625,1486042.875,892748.75,1134444.875,1746166.125,1121138.75,1480043.25,1726656.375,1771854.125,1375283,1659802.75,914460.8125,1735364,1419034.875,1396702.5
E9PB15,PTGES3L,Putative protein PTGES3L,7832.80029296875,8564.9794921875,3906.540771484375,2050.271728515625,1739.0953369140625,9983.0078125,849.2989501953125,4730.63037109375,5331.84765625,2805.98291015625,8003.11279296875,644456.9375,9341.7568359375,11972.94921875,15067.5341796875,10749.5283203125,18759.841796875,7178.20703125,18630.59765625,14012.314453125,4038.999267578125
E9PRG8,C11orf98,Uncharacterized protein C11orf98,NaN,NaN,11357.873046875,NaN,NaN,NaN,18688.55859375,NaN,NaN,7703.5869140625,NaN,33013.08203125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
L0R6Q1,SLC35A4,SLC35A4 upstream open reading frame protein,21543.802734375,44282.015625,25196.83984375,37803.99609375,64429.796875,30002.123046875,20006.4140625,39284.90234375,20080.41015625,30917.533203125,47048.65234375,31964.482421875,60499.390625,37647.5859375,55883.6328125,25514.630859375,20686.75390625,19438.97265625,25459.65234375,29277.57421875,12003.0986328125
M0R2J8,DCDC1,Doublecortin domain-containing protein 1,NaN,239.5284881591797,0.5452439188957214,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3866571187973022,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
O00115,DNASE2,Deoxyribonuclease-2-alpha,29802.31640625,NaN,6211.4384765625,NaN,NaN,15971.4150390625,30197.2578125,540.587890625,828.3974609375,38607.5078125,NaN,13581.5712890625,13460.4736328125,10364.7890625,NaN,193030.640625,NaN,NaN,12393.2255859375,6.289559364318848,NaN
O00116,AGPS,"Alkyldihydroxyacetonephosphate synthase, peroxisomal",62327.84375,36020.45703125,57865.96484375,29568.59375,43812.97265625,30271.541015625,37171.0625,65011.5625,37105.390625,64067.67578125,29961.83203125,52316.21875,36642.06640625,22768.259765625,30053.087890625,32459.462890625,32450.373046875,16638.279296875,29095.064453125,18159.337890625,32051.90234375
O00139,KIF2A,Kinesin-like protein KIF2A,46135.69921875,13724.7529296875,50659.25,30994.7421875,19833.970703125,26353.87890625,24976.408203125,31321.138671875,31848.888671875,51095.625,18146.330078125,51209.34375,17477.384765625,16410.291015625,23398.001953125,15375.8193359375,17834.625,11962.8720703125,5443.5712890625,13776.4013671875,9715.8583984375
O00142,TK2,"Thymidine kinase 2, mitochondrial",66777.0390625,NaN,8924.8046875,141141.40625,74349.5234375,27066.208984375,42609.640625,83626.09375,53515.3359375,89135.09375,29103.751953125,112771.40625,30623.033203125,NaN,32635.962890625,30730.087890625,8819.8369140625,27306.880859375,21090.5546875,NaN,NaN
O00148,DDX39A,ATP-dependent RNA helicase DDX39A,36607.74609375,38881.28125,58308.9140625,26935.5703125,47613.36328125,28913.376953125,43929.80078125,31827.29296875,23789.888671875,39765.75,27292.73828125,46936.328125,27068.232421875,19076.73828125,29895.73046875,21677.400390625,23816.51953125,10613.498046875,16137.419921875,13996.07421875,18561.828125
O00151,PDLIM1,PDZ and LIM domain protein 1,721718.8125,176378.140625,414688.34375,459249.15625,255990.5,474036.25,940654.3125,624334.375,468260.125,328005.4375,437867.28125,426743.0625,747116.9375,818278.3125,589914.4375,560097.8125,468920,520461.5,407640.65625,271749.96875,341462.6875
O00154,ACOT7,Cytosolic acyl coenzyme A thioester hydrolase,49376.69140625,9550.1337890625,36890.25390625,37767.76953125,23161.8515625,13467.9482421875,32789.984375,16840.466796875,22323.392578125,36326.0234375,20754.90625,27865.76171875,14439.7509765625,7461.2724609375,11314.90625,9448.1572265625,7158.7509765625,7109.5986328125,4619.4287109375,14900.8681640625,8192.0439453125
O00159,MYO1C,Unconventional myosin-Ic,629888.375,522879.6875,894654.25,668126.75,487669.40625,493541.9375,400700.875,1320196.5,1106134.625,1477871.875,438919.625,3161191,673127.8125,246508.40625,374930.0625,503022.75,275706.34375,1018988.6875,276295.40625,399528.125,311009.78125
O00160,MYO1F,Unconventional myosin-If,86695.4296875,7469.71923828125,39416.796875,23601.875,20555.009765625,44387.78515625,45790.265625,59149.6796875,43610.625,122507.6171875,16960.5,37806.80859375,42228.59765625,13968.5458984375,22186.271484375,26171.173828125,9697.7060546875,4676.22900390625,NaN,NaN,NaN
O00161,SNAP23,Synaptosomal-associated protein 23,7869.62744140625,NaN,8129.939453125,2507.716796875,2517.78759765625,5821.4931640625,5679.5576171875,7743.5107421875,8310.5458984375,4474.38525390625,NaN,19754.48828125,1260.39208984375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
O00165,HAX1,HCLS1-associated protein X-1,15194.892578125,15136.8720703125,17160.052734375,18687.302734375,18733.005859375,12508.6025390625,21209.380859375,16959.76953125,23397.5859375,22052.953125,18351.67578125,9702.142578125,21946.12109375,16399.642578125,21638.126953125,26836.80078125,19967.671875,18315.578125,20512.88671875,12184.33203125,12750.09375
O00168,FXYD1,Phospholemman,172052.171875,13362.337890625,33532.5546875,129709.578125,28409.5390625,23187.453125,105330.46875,37209.15625,126999.984375,63335.0859375,180216.75,90106.4453125,16453.80078125,109617.515625,174876.375,NaN,190911.59375,32591.75,141698.921875,33354.84375,75528.4765625
O00170,AIP,AH receptor-interacting protein,33849.1875,20402.03125,38472.48046875,25226.671875,32109.283203125,31972.67578125,25424.34765625,37293.65234375,30120.05078125,47848.94140625,26164.98828125,36587.59375,23667.9453125,18044.71484375,16940.001953125,14580.0859375,24187.658203125,13989.779296875,12227.3662109375,22155.33203125,22007.490234375
