ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	group
GO:0015629	GO:0015629	actin cytoskeleton	48/584	293/5170	0.0044049755164799	0.0335226102864318	0.0265634562813596	HCLS1/GBP1/MYO1F/CORO1A/RAC2/LCP1/TMOD3/COTL1/ARPC1B/IQGAP2/IFIT5/MYADM/CNN3/IQGAP1/ABLIM1/CAP1/SEPTIN9/CYBA/CAPG/CDC42EP4/DDX58/CORO1B/MYO1B/ACTR2/ARPC2/ARPC4/FKBP15/TPM4/SH3PXD2B/EZR/FERMT3/XIRP2/WASF2/ACTR3/DBN1/CLIC4/CASK/MACF1/GSN/ARPC3/CD2AP/MARK2/VASP/TNKS1BP1/CDC42BPB/CTTN/DIAPH1/ABLIM3	48	go_cc
GO:0000139	GO:0000139	Golgi membrane	35/584	200/5170	0.00502538760088233	0.0370283150367395	0.0293413913548656	HLA-DQB1/GBP1/RTN1/TMEM165/MAN1A1/PDCD10/HLA-F/HLA-C/HLA-B/HLA-DRB1/HLA-DPA1/HLA-A/TAPBP/HLA-DRA/GBP2/B2M/LPCAT2/UNC93B1/ARFGEF2/CORO7/PLD3/DIPK2A/GLIPR2/GIMAP1/ARRB1/GLG1/COG1/IGF2R/PLPP3/COPB2/COPA/AP1B1/ARFGEF1/ACBD3/SCARB2	35	go_cc
GO:0030667	GO:0030667	secretory granule membrane	26/584	137/5170	0.0050305728669067	0.0370283150367395	0.0293413913548656	KCNAB2/VAMP8/RAB27A/ADGRE5/HLA-C/HLA-B/STK10/HVCN1/PTPRC/CYBB/CD14/LGALS3/IQGAP2/CD44/IQGAP1/CYBA/CKAP4/RHOG/AP2A2/CD47/ITPR1/LAMP1/HMOX2/IGF2R/DIAPH1/NCSTN	26	go_cc
GO:0000781	GO:0000781	chromosome, telomeric region	16/584	72/5170	0.00554215514593031	0.0401359300084308	0.031803878426561	MTA2/PML/TP53BP1/XRCC1/TERF2/SSB/FEN1/CHD4/HDAC2/RAD50/GAR1/ALYREF/PRKDC/XRCC5/POLR2B/MCM7	16	go_cc
GO:0030125	GO:0030125	clathrin vesicle coat	6/584	16/5170	0.0059923407272106	0.0420400154143368	0.03331268364798	NECAP2/EPN1/AP2S1/AP2A2/AP2M1/CLTC	6	go_cc
GO:0036019	GO:0036019	endolysosome	6/584	16/5170	0.0059923407272106	0.0420400154143368	0.03331268364798	AP2S1/LGMN/CTSB/AP2A2/AP2M1/CLTC	6	go_cc
GO:0012507	GO:0012507	ER to Golgi transport vesicle membrane	10/584	37/5170	0.00640777108194397	0.0442629110121976	0.0350741153959038	HLA-DQB1/HLA-F/HLA-C/HLA-B/HLA-DRB1/HLA-DPA1/HLA-A/HLA-DRA/B2M/SEC31A	10	go_cc
GO:0000785	GO:0000785	chromatin	33/584	190/5170	0.00713796303862181	0.0485597788536544	0.0384789714043727	NFKB2/STAT1/H1-5/MAGED1/H1-3/NCOR2/STAT2/MTA2/CPSF6/STAT6/PML/TMPO/SSRP1/ARRB1/SUPT16H/XRCC1/SMARCA5/PDS5A/CHD4/TRIM28/SFPQ/TNKS1BP1/NFKB1/HDAC2/RAD21/SMARCA2/RELA/IPO4/STAG2/CCAR2/MCM7/TOP2B/SF3B1	33	go_cc
GO:0005902	GO:0005902	microvillus	8/584	27/5170	0.00794954742462811	0.0531318444163868	0.0421018952355849	MYO1F/IQGAP2/CD44/MYO1B/EZR/MSN/CLIC4/CNP	8	go_cc
GO:0000323	GO:0000323	lytic vacuole	54/584	348/5170	0.00816502731565855	0.0531318444163868	0.0421018952355849	HLA-DQB1/GM2A/VAMP8/TMEM165/NCF2/HLA-F/RAB27A/GIMAP5/HLA-DRB1/HLA-DPA1/GLA/FNBP1/HLA-DRA/AP5B1/UNC93B1/PLD3/MNDA/CTSG/CTSC/AP2S1/ADA/LGMN/CAP1/RMC1/CPQ/VPS33B/TMEM192/CKAP4/ACTR2/CTSB/GUSB/ARRB1/NAGLU/AP2A2/MEAK7/SNX1/AP2M1/LAMP1/SLC3A2/ATP6V1C1/ACE/PIK3C3/AP3B1/ABCD1/CLTC/ANKFY1/CALR/NCSTN/STX7/ASS1/AP1B1/SNX2/PLA2G15/SCARB2	54	go_cc
GO:0005764	GO:0005764	lysosome	54/584	348/5170	0.00816502731565855	0.0531318444163868	0.0421018952355849	HLA-DQB1/GM2A/VAMP8/TMEM165/NCF2/HLA-F/RAB27A/GIMAP5/HLA-DRB1/HLA-DPA1/GLA/FNBP1/HLA-DRA/AP5B1/UNC93B1/PLD3/MNDA/CTSG/CTSC/AP2S1/ADA/LGMN/CAP1/RMC1/CPQ/VPS33B/TMEM192/CKAP4/ACTR2/CTSB/GUSB/ARRB1/NAGLU/AP2A2/MEAK7/SNX1/AP2M1/LAMP1/SLC3A2/ATP6V1C1/ACE/PIK3C3/AP3B1/ABCD1/CLTC/ANKFY1/CALR/NCSTN/STX7/ASS1/AP1B1/SNX2/PLA2G15/SCARB2	54	go_cc
GO:0001772	GO:0001772	immunological synapse	7/584	22/5170	0.00844156101724699	0.0541465842391986	0.0429059793057065	HLA-DRB1/CORO1A/HLA-DRA/ICAM1/LGALS3/EZR/STX7	7	go_cc
GO:0005884	GO:0005884	actin filament	15/584	69/5170	0.00879259969339642	0.0556039051033098	0.0440607664398516	HCLS1/CORO1A/RAC2/LCP1/COTL1/IQGAP1/CORO1B/MYO1B/TPM4/EZR/DBN1/CD2AP/MARK2/CTTN/DIAPH1	15	go_cc
GO:0090575	GO:0090575	RNA polymerase II transcription regulator complex	9/584	33/5170	0.00895619041971209	0.0558517985895935	0.0442571982728463	STAT1/STAT2/TCEA1/STAT6/ASCC3/CHD4/TRIM28/SFPQ/MED1	9	go_cc
GO:0030120	GO:0030120	vesicle coat	10/584	39/5170	0.00950783116080353	0.0584796738520656	0.0463395375969949	NECAP2/EPN1/AP2S1/DIPK2A/AP2A2/AP2M1/CLTC/COPB2/COPA/SEC31A	10	go_cc
GO:0009986	GO:0009986	cell surface	41/584	253/5170	0.00987798569626368	0.0599353456435458	0.0474930179991056	BTN3A3/HLA-F/HLA-C/HLA-B/HLA-DRB1/HLA-DPA1/IGHV5-10-1/FOLR2/HLA-A/HLA-DRA/CD163/B2M/PTPRC/PTGFRN/ICAM1/CD14/LGALS3/IQGAP2/MRC1/CD44/CTSG/NT5E/CAPN5/FCGRT/PLXNB2/ADA/ANTXR2/HM13/CTSB/CD47/PDIA4/MSN/CLIC4/LAMP1/SLC3A2/ACE/IGF2R/CALR/PDIA3/GSR/LMO7	41	go_cc
GO:0042470	GO:0042470	melanosome	16/584	77/5170	0.0107942577424	0.0624063721713372	0.0494510697313609	RAB27A/RAB35/CAPG/PPIB/CTSB/PDIA4/LAMP1/HSP90B1/SLC3A2/CLTC/ATP1A1/PDIA3/NCSTN/SND1/GNA13/CNP	16	go_cc
GO:0048770	GO:0048770	pigment granule	16/584	77/5170	0.0107942577424	0.0624063721713372	0.0494510697313609	RAB27A/RAB35/CAPG/PPIB/CTSB/PDIA4/LAMP1/HSP90B1/SLC3A2/CLTC/ATP1A1/PDIA3/NCSTN/SND1/GNA13/CNP	16	go_cc
GO:0001726	GO:0001726	ruffle	19/584	97/5170	0.0109766449983343	0.0624063721713372	0.0494510697313609	LCP1/S100A11/EPS8/IFIT5/MYADM/IQGAP1/S100A6/CAPG/DDX58/PLCG2/EZR/WASF2/CYFIP1/MACF1/CD2AP/CTTN/DIAPH1/ARF6/ARHGEF7	19	go_cc
GO:0046540	GO:0046540	U4/U6 x U5 tri-snRNP complex	7/584	23/5170	0.0109801857495226	0.0624063721713372	0.0494510697313609	SART1/SNRPD1/PRPF6/USP39/SNRPD2/SNRNP200/PRPF8	7	go_cc
GO:0097526	GO:0097526	spliceosomal tri-snRNP complex	7/584	23/5170	0.0109801857495226	0.0624063721713372	0.0494510697313609	SART1/SNRPD1/PRPF6/USP39/SNRPD2/SNRNP200/PRPF8	7	go_cc
GO:0032588	GO:0032588	trans-Golgi network membrane	11/584	46/5170	0.0115151825455517	0.0646289620369087	0.0512122592157429	HLA-DQB1/TMEM165/HLA-DRB1/HLA-DPA1/HLA-DRA/MYO1B/COG1/IGF2R/CLTC/AP1B1/SCAMP3	11	go_cc
GO:0002102	GO:0002102	podosome	7/584	24/5170	0.014029761694499	0.0777699135904943	0.061625204064206	LCP1/ACTR2/TPM4/SH3PXD2B/FERMT3/GSN/CTTN	7	go_cc
GO:0098590	GO:0098590	plasma membrane region	52/584	343/5170	0.0145411618414218	0.0796217276438829	0.0630925892477609	ARRB2/RAB27A/ORAI1/LCP1/FNBP1/HVCN1/NECAP2/EPS8/CD44/IFIT5/AAK1/KCTD12/SRGAP2/EPN1/AP2S1/RAB35/CYBA/EPB41L3/FBXO45/FCHO2/DDX58/ARPC2/PLCG2/CTSB/ARRB1/EZR/WASF2/AP2A2/MSN/DBN1/AP2M1/CASK/MACF1/SLC3A2/ACE/FARP1/HMCN2/EHD1/ITSN1/PLPP3/VASP/CLTC/ATP1A1/CTTN/TNIK/DIAPH1/NCSTN/LMO7/EHD3/ARF6/EXOC1/GNA13	52	go_cc
GO:0098858	GO:0098858	actin-based cell projection	16/584	80/5170	0.0154686421849154	0.083679763144904	0.0663081935130173	MYO1F/LCP1/IQGAP2/EPS8/CD44/RAPH1/MYO1B/EZR/MSN/CYFIP1/CLIC4/FARP1/VASP/ARF6/CNP/ENAH	16	go_cc
GO:0030117	GO:0030117	membrane coat	13/584	61/5170	0.0167267470735364	0.0883565816002101	0.0700141239734404	NECAP2/AP5B1/EPN1/AP2S1/DIPK2A/AP2A2/AP2M1/AP3B1/IGF2R/CLTC/COPB2/COPA/SEC31A	13	go_cc
GO:0048475	GO:0048475	coated membrane	13/584	61/5170	0.0167267470735364	0.0883565816002101	0.0700141239734404	NECAP2/AP5B1/EPN1/AP2S1/DIPK2A/AP2A2/AP2M1/AP3B1/IGF2R/CLTC/COPB2/COPA/SEC31A	13	go_cc
GO:0030141	GO:0030141	secretory granule	63/584	432/5170	0.0170237613371575	0.0888798702370199	0.0704287800729404	GM2A/KCNAB2/VAMP8/NCF2/RAB27A/ADGRE5/HLA-C/HLA-B/GLA/STK10/GSDMD/HVCN1/B2M/PTPRC/MVP/FGL2/COTL1/F13A1/CYBB/DOCK2/CD14/CPA3/LGALS3/IQGAP2/MNDA/S100A11/CD44/CMA1/CTSG/CTSC/IQGAP1/CAP1/CYBA/MAGED2/LGALS3BP/AMPD3/VPS33B/CKAP4/ACTR2/CTSB/GUSB/OSTF1/RHOG/FERMT3/AP2A2/CD47/CST3/CYFIP1/PGM2/ITPR1/LAMP1/GSN/HMOX2/IGF2R/ILF2/NFKB1/CALR/DIAPH1/NCSTN/STX7/PFKL/XRCC5/DENND4C	63	go_cc
GO:0030131	GO:0030131	clathrin adaptor complex	4/584	10/5170	0.0193787832062981	0.100012340915263	0.0792501962943589	AP2S1/AP2A2/AP2M1/AP3B1	4	go_cc
GO:0005773	GO:0005773	vacuole	56/584	380/5170	0.0196540025576342	0.100280081231565	0.0794623548382818	HLA-DQB1/GM2A/VAMP8/TMEM165/NCF2/HLA-F/RAB27A/GIMAP5/HLA-DRB1/HLA-DPA1/GLA/FNBP1/HLA-DRA/AP5B1/UNC93B1/PLD3/MNDA/TRIM21/CTSG/CTSC/AP2S1/ADA/LGMN/CAP1/RMC1/CPQ/VPS33B/TMEM192/CKAP4/ACTR2/CTSB/GUSB/ARRB1/PIP4K2C/NAGLU/AP2A2/MEAK7/SNX1/AP2M1/LAMP1/SLC3A2/ATP6V1C1/ACE/PIK3C3/AP3B1/ABCD1/CLTC/ANKFY1/CALR/NCSTN/STX7/ASS1/AP1B1/SNX2/PLA2G15/SCARB2	56	go_cc
GO:0005667	GO:0005667	transcription regulator complex	16/584	83/5170	0.0215771748405934	0.10885563486996	0.0862576593272687	HCLS1/STAT1/ANKRD1/NCOR2/STAT2/TCEA1/MTA2/STAT6/ASCC3/CHD4/TRIM28/SFPQ/MED1/HDAC2/RELA/PRKDC	16	go_cc
GO:0005765	GO:0005765	lysosomal membrane	30/584	184/5170	0.0232985355829939	0.114956510733673	0.0910920188207281	HLA-DQB1/VAMP8/TMEM165/HLA-F/GIMAP5/HLA-DRB1/HLA-DPA1/HLA-DRA/AP5B1/PLD3/AP2S1/RMC1/VPS33B/TMEM192/CKAP4/ARRB1/AP2A2/MEAK7/AP2M1/LAMP1/SLC3A2/ATP6V1C1/AP3B1/ABCD1/CLTC/ANKFY1/NCSTN/STX7/AP1B1/SCARB2	30	go_cc
GO:0098852	GO:0098852	lytic vacuole membrane	30/584	184/5170	0.0232985355829939	0.114956510733673	0.0910920188207281	HLA-DQB1/VAMP8/TMEM165/HLA-F/GIMAP5/HLA-DRB1/HLA-DPA1/HLA-DRA/AP5B1/PLD3/AP2S1/RMC1/VPS33B/TMEM192/CKAP4/ARRB1/AP2A2/MEAK7/AP2M1/LAMP1/SLC3A2/ATP6V1C1/AP3B1/ABCD1/CLTC/ANKFY1/NCSTN/STX7/AP1B1/SCARB2	30	go_cc
GO:0031253	GO:0031253	cell projection membrane	20/584	112/5170	0.0243763726257334	0.118208066780049	0.093668565400672	LCP1/EPS8/CD44/IFIT5/RAB35/EPB41L3/DDX58/ARPC2/PLCG2/EZR/MSN/CASK/MACF1/ACE/EHD1/VASP/DIAPH1/EHD3/ARF6/GNA13	20	go_cc
GO:0030175	GO:0030175	filopodium	11/584	51/5170	0.0244840761927496	0.118208066780049	0.093668565400672	LCP1/IQGAP2/RAPH1/MYO1B/EZR/MSN/CYFIP1/FARP1/VASP/ARF6/ENAH	11	go_cc
GO:0140534	GO:0140534	endoplasmic reticulum protein-containing complex	15/584	78/5170	0.0261250750435789	0.123995198327453	0.0982543125886277	TAP1/TAP2/HLA-A/TAPBP/B2M/PPIB/HM13/SPCS1/HSP90B1/SEC61A1/SSR4/HYOU1/SPCS2/CALR/PDIA3	15	go_cc
GO:0000228	GO:0000228	nuclear chromosome	12/584	58/5170	0.0262350642340936	0.123995198327453	0.0982543125886277	EXOSC9/CPSF6/TOP1/NOL6/ADD3/SMARCA5/HDAC2/RAD50/RAD21/STAG2/IK/MCM7	12	go_cc
GO:0005847	GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	4/584	11/5170	0.0277857200950757	0.127303962476418	0.100876191107794	CPSF6/FIP1L1/NUDT21/CPSF3	4	go_cc
GO:0005849	GO:0005849	mRNA cleavage factor complex	4/584	11/5170	0.0277857200950757	0.127303962476418	0.100876191107794	CPSF6/FIP1L1/NUDT21/CPSF3	4	go_cc
GO:0030132	GO:0030132	clathrin coat of coated pit	4/584	11/5170	0.0277857200950757	0.127303962476418	0.100876191107794	AP2S1/AP2A2/AP2M1/CLTC	4	go_cc
GO:0099503	GO:0099503	secretory vesicle	66/584	468/5170	0.0290291626773557	0.131657515577098	0.104325964752219	GM2A/KCNAB2/VAMP8/NCF2/RAB27A/ADGRE5/HLA-C/HLA-B/GLA/STK10/GSDMD/HVCN1/B2M/PTPRC/MVP/FGL2/COTL1/F13A1/CYBB/DOCK2/CD14/CPA3/LGALS3/IQGAP2/MNDA/S100A11/CD44/CMA1/CTSG/CTSC/IQGAP1/RAB35/CAP1/CYBA/MAGED2/LGALS3BP/AMPD3/VPS33B/CKAP4/ACTR2/CTSB/GUSB/RAB8B/OSTF1/RHOG/FERMT3/AP2A2/CD47/CST3/CYFIP1/PGM2/STON2/ITPR1/LAMP1/GSN/HMOX2/IGF2R/ILF2/NFKB1/CALR/DIAPH1/NCSTN/STX7/PFKL/XRCC5/DENND4C	66	go_cc
GO:0034399	GO:0034399	nuclear periphery	13/584	66/5170	0.0308763074230668	0.13863462032957	0.109854651673648	NCOR2/LMNB1/CAD/PML/CLIC4/CASK/PRPF40A/SRRM1/SNW1/SFPQ/RAD21/STAG2/ARFGEF1	13	go_cc
GO:0042581	GO:0042581	specific granule	16/584	88/5170	0.0355993423700091	0.158258462615189	0.125404666191382	KCNAB2/VAMP8/RAB27A/STK10/GSDMD/HVCN1/B2M/CYBB/DOCK2/CYBA/CKAP4/CD47/CYFIP1/HMOX2/ILF2/NFKB1	16	go_cc
GO:0030864	GO:0030864	cortical actin cytoskeleton	10/584	48/5170	0.0388251178198497	0.170906646089338	0.13542713955737	HCLS1/CORO1A/COTL1/MYADM/IQGAP1/CAP1/ACTR2/DBN1/GSN/CTTN	10	go_cc
GO:0035579	GO:0035579	specific granule membrane	9/584	42/5170	0.0414516686277202	0.180223502094516	0.142809855135263	KCNAB2/VAMP8/STK10/HVCN1/CYBB/CYBA/CKAP4/CD47/HMOX2	9	go_cc
GO:0005789	GO:0005789	endoplasmic reticulum membrane	64/584	461/5170	0.0417444191933846	0.180223502094516	0.142809855135263	HLA-DQB1/RTN1/HLA-F/HLA-C/HLA-B/TAP1/TAP2/HLA-DRB1/HLA-DPA1/RAC2/HLA-A/MX1/TAPBP/POM121/HLA-DRA/TBL2/FMO3/B2M/APOL2/ERAP2/PTGFRN/LPCAT2/CYBB/UNC93B1/PLD3/ICMT/PML/PTGDS/TRAM1/CYBA/ANTXR2/OSBPL8/CKAP4/HM13/PDIA5/GIMAP1/RHOG/ABHD12/ERAP1/TBXAS1/SPCS1/ADPGK/ITPR1/HSP90B1/PLP2/HMOX2/ABCD1/PLPP3/SEC61A1/SSR4/SSR1/SPCS2/MOGS/COPB2/ALG5/COPA/CALR/DMPK/PDIA3/LCLAT1/DPM1/ZMPSTE24/SCARB2/SEC31A	64	go_cc
GO:0098552	GO:0098552	side of membrane	34/584	224/5170	0.0424540194791443	0.181541473772722	0.14385422139299	HLA-DQB1/GM2A/BTN3A3/KCNAB2/HLA-F/HLA-C/HLA-B/HLA-DRB1/HLA-DPA1/IGHV5-10-1/FOLR2/HLA-A/TAPBP/HLA-DRA/CD163/B2M/PTPRC/ICAM1/CD14/NT5E/FCGRT/IQGAP1/S100A6/ADA/HM13/CTSB/EZR/LAMP1/ACE/FARP1/CALR/GSR/EXOC1/GNA13	34	go_cc
GO:0000794	GO:0000794	condensed nuclear chromosome	5/584	18/5170	0.0444309965534707	0.188202994834984	0.149132838481361	NOL6/ADD3/RAD50/RAD21/STAG2	5	go_cc
GO:0098797	GO:0098797	plasma membrane protein complex	27/584	172/5170	0.046176605966786	0.191637112862186	0.151854047936746	HLA-DQB1/KCNAB2/NOX1/NCF2/HLA-F/HLA-C/HLA-B/HLA-DRB1/HLA-DPA1/HLA-A/HLA-DRA/B2M/CYBB/EPS8/AP2S1/CYBA/AP2A2/ABHD12/AP2M1/SLC3A2/CLTC/ATP1A1/CASP3/NCSTN/KHDRBS1/GNA13/PRKCA	27	go_cc
GO:0030133	GO:0030133	transport vesicle	23/584	142/5170	0.0462429865733167	0.191637112862186	0.151854047936746	HLA-DQB1/HLA-F/RAB27A/HLA-C/HLA-B/HLA-DRB1/HLA-DPA1/HLA-A/HLA-DRA/B2M/CPA3/RAB35/RAB8B/STON2/ITPR1/LAMP1/IGF2R/CLTC/COPB2/COPA/NCSTN/STX7/SEC31A	23	go_cc
GO:0098827	GO:0098827	endoplasmic reticulum subcompartment	64/584	464/5170	0.0468175747593827	0.191637112862186	0.151854047936746	HLA-DQB1/RTN1/HLA-F/HLA-C/HLA-B/TAP1/TAP2/HLA-DRB1/HLA-DPA1/RAC2/HLA-A/MX1/TAPBP/POM121/HLA-DRA/TBL2/FMO3/B2M/APOL2/ERAP2/PTGFRN/LPCAT2/CYBB/UNC93B1/PLD3/ICMT/PML/PTGDS/TRAM1/CYBA/ANTXR2/OSBPL8/CKAP4/HM13/PDIA5/GIMAP1/RHOG/ABHD12/ERAP1/TBXAS1/SPCS1/ADPGK/ITPR1/HSP90B1/PLP2/HMOX2/ABCD1/PLPP3/SEC61A1/SSR4/SSR1/SPCS2/MOGS/COPB2/ALG5/COPA/CALR/DMPK/PDIA3/LCLAT1/DPM1/ZMPSTE24/SCARB2/SEC31A	64	go_cc
GO:0030658	GO:0030658	transport vesicle membrane	13/584	70/5170	0.0472708485895427	0.191637112862186	0.151854047936746	HLA-DQB1/HLA-F/HLA-C/HLA-B/HLA-DRB1/HLA-DPA1/HLA-A/HLA-DRA/B2M/RAB35/ITPR1/CLTC/SEC31A	13	go_cc
GO:0031300	GO:0031300	intrinsic component of organelle membrane	28/584	180/5170	0.0473757673222776	0.191637112862186	0.151854047936746	HLA-DQB1/RTN1/HLA-F/HLA-C/HLA-B/TAP1/TAP2/HLA-DRB1/HLA-DPA1/HLA-A/TAPBP/HLA-DRA/TBL2/B2M/SFXN3/RAB35/TRAM1/HM13/RHOT2/SPCS1/CPT1A/PPOX/ABCD1/SEC61A1/CALR/DMPK/PDIA3/ZMPSTE24	28	go_cc
GO:0030686	GO:0030686	90S preribosome	4/584	13/5170	0.0501873586743105	0.199595417572673	0.158160241799469	NOC2L/NOL6/RSL1D1/NOP9	4	go_cc
GO:0042175	GO:0042175	nuclear outer membrane-endoplasmic reticulum membrane network	65/584	474/5170	0.0502322543111626	0.199595417572673	0.158160241799469	HLA-DQB1/RTN1/HLA-F/HLA-C/HLA-B/TAP1/TAP2/HLA-DRB1/HLA-DPA1/RAC2/HLA-A/MX1/TAPBP/POM121/HLA-DRA/TBL2/FMO3/B2M/APOL2/ERAP2/PTGFRN/LPCAT2/CYBB/UNC93B1/PLD3/ICMT/PML/PTGDS/TRAM1/CYBA/ANTXR2/OSBPL8/CKAP4/HM13/SYNE3/PDIA5/GIMAP1/RHOG/ABHD12/ERAP1/TBXAS1/SPCS1/ADPGK/ITPR1/HSP90B1/PLP2/HMOX2/ABCD1/PLPP3/SEC61A1/SSR4/SSR1/SPCS2/MOGS/COPB2/ALG5/COPA/CALR/DMPK/PDIA3/LCLAT1/DPM1/ZMPSTE24/SCARB2/SEC31A	65	go_cc
GO:0005802	GO:0005802	trans-Golgi network	18/584	107/5170	0.0530348938840607	0.208883046964415	0.165519798086912	HLA-DQB1/TMEM165/HLA-DRB1/HLA-DPA1/HLA-DRA/LAP3/ARFGEF2/CORO7/ARAP1/MYO1B/COG1/IGF2R/PLPP3/CLTC/TRAPPC9/AP1B1/ARFGEF1/SCAMP3	18	go_cc
GO:0030119	GO:0030119	AP-type membrane coat adaptor complex	5/584	19/5170	0.0548984682409655	0.212494933105116	0.168381871737262	AP5B1/AP2S1/AP2A2/AP2M1/AP3B1	5	go_cc
GO:0090543	GO:0090543	Flemming body	5/584	19/5170	0.0548984682409655	0.212494933105116	0.168381871737262	IL16/CAPG/EXOC7/ARF6/EXOC1	5	go_cc
GO:0005938	GO:0005938	cell cortex	25/584	160/5170	0.0561215382895735	0.215372399077081	0.170661987781159	HCLS1/FMNL1/CORO1A/RAC2/FNBP1/COTL1/EPS8/MYADM/IQGAP1/CAP1/SEPTIN9/ACTR2/TPM4/RHOG/ADD3/EZR/TNFAIP2/DBN1/EXOC7/GSN/GUCY1B1/CTTN/ARF6/EXOC1/ARHGEF7	25	go_cc
GO:0030863	GO:0030863	cortical cytoskeleton	12/584	65/5170	0.057458171004788	0.218633210009744	0.173245867971618	HCLS1/CORO1A/COTL1/MYADM/IQGAP1/CAP1/ACTR2/TPM4/EZR/DBN1/GSN/CTTN	12	go_cc
GO:0005774	GO:0005774	vacuolar membrane	30/584	199/5170	0.0585156856741477	0.220786074518423	0.174951806792233	HLA-DQB1/VAMP8/TMEM165/HLA-F/GIMAP5/HLA-DRB1/HLA-DPA1/HLA-DRA/AP5B1/PLD3/AP2S1/RMC1/VPS33B/TMEM192/CKAP4/ARRB1/AP2A2/MEAK7/AP2M1/LAMP1/SLC3A2/ATP6V1C1/AP3B1/ABCD1/CLTC/ANKFY1/NCSTN/STX7/AP1B1/SCARB2	30	go_cc
GO:0070820	GO:0070820	tertiary granule	15/584	87/5170	0.0612144506992004	0.229044069699508	0.181495476634471	KCNAB2/VAMP8/GSDMD/B2M/CYBB/LGALS3/CYBA/AP2A2/CD47/CST3/CYFIP1/LAMP1/ILF2/DIAPH1/STX7	15	go_cc
GO:0030134	GO:0030134	COPII-coated ER to Golgi transport vesicle	11/584	59/5170	0.0632847575849343	0.232362714897763	0.184125184938328	HLA-DQB1/HLA-F/HLA-C/HLA-B/HLA-DRB1/HLA-DPA1/HLA-A/HLA-DRA/B2M/CTSC/SEC31A	11	go_cc
GO:0045177	GO:0045177	apical part of cell	17/584	102/5170	0.063384780511007	0.232362714897763	0.184125184938328	RAB27A/HVCN1/CD44/IFIT5/LGMN/CYBA/MYO1B/CTSB/EZR/MSN/CLIC4/SLC3A2/ATP6V1C1/ATP1A1/TNIK/LMO7/EXOC1	17	go_cc
GO:0005685	GO:0005685	U1 snRNP	4/584	14/5170	0.0641963195199138	0.232362714897763	0.184125184938328	SNRPD1/PRPF40A/LUC7L2/SNRPD2	4	go_cc
GO:0097431	GO:0097431	mitotic spindle pole	4/584	14/5170	0.0641963195199138	0.232362714897763	0.184125184938328	GIT1/STAG2/IK/ARHGEF7	4	go_cc
GO:0031301	GO:0031301	integral component of organelle membrane	26/584	170/5170	0.0646889518089542	0.232362714897763	0.184125184938328	HLA-DQB1/RTN1/HLA-F/HLA-C/HLA-B/TAP1/TAP2/HLA-DRB1/HLA-DPA1/HLA-A/TAPBP/HLA-DRA/TBL2/B2M/SFXN3/TRAM1/HM13/RHOT2/SPCS1/CPT1A/ABCD1/SEC61A1/CALR/DMPK/PDIA3/ZMPSTE24	26	go_cc
GO:0005903	GO:0005903	brush border	8/584	39/5170	0.0661343176080285	0.235669115920673	0.186745190906547	EPS8/CLIC1/MYO1B/ADD3/EZR/ACTR3/ACE/GNA13	8	go_cc
GO:0072686	GO:0072686	mitotic spindle	10/584	55/5170	0.0854400379283533	0.302067535667958	0.239359575795967	CDC27/GIT1/RCC2/CAPG/CLTC/CTTN/DIAPH1/STAG2/IK/ARHGEF7	10	go_cc
GO:0070603	GO:0070603	SWI/SNF superfamily-type complex	6/584	28/5170	0.0881340907939337	0.309157865363096	0.244977982634454	MTA2/SMARCA5/CHD4/HDAC2/SMARCA2/SF3B1	6	go_cc
GO:0005911	GO:0005911	cell-cell junction	26/584	176/5170	0.0899850732143174	0.312779390038112	0.247847693899617	CORO1A/TMOD3/S100A11/MYADM/CNN3/IQGAP1/SH3KBP1/EPB41L3/CDC42EP4/DDX58/ADD3/EZR/WASF2/CSK/MSN/ACTR3/DBN1/CLIC4/CASK/CD2AP/PLPP3/NIBAN2/VASP/TNKS1BP1/CDC42BPB/OBSL1	26	go_cc
GO:0044815	GO:0044815	DNA packaging complex	7/584	35/5170	0.0924918747018517	0.312779390038112	0.247847693899617	H1-5/H1-3/TERF2/RAD21/SMARCA2/STAG2/XRCC5	7	go_cc
GO:0000145	GO:0000145	exocyst	3/584	10/5170	0.0940428010136862	0.312779390038112	0.247847693899617	TNFAIP2/EXOC7/EXOC1	3	go_cc
GO:0005845	GO:0005845	mRNA cap binding complex	3/584	10/5170	0.0940428010136862	0.312779390038112	0.247847693899617	CYFIP1/RNMT/NCBP1	3	go_cc
GO:0034518	GO:0034518	RNA cap binding complex	3/584	10/5170	0.0940428010136862	0.312779390038112	0.247847693899617	CYFIP1/RNMT/NCBP1	3	go_cc
GO:0043195	GO:0043195	terminal bouton	3/584	10/5170	0.0940428010136862	0.312779390038112	0.247847693899617	AAK1/CAD/CYFIP1	3	go_cc
GO:0060170	GO:0060170	ciliary membrane	3/584	10/5170	0.0940428010136862	0.312779390038112	0.247847693899617	CASK/EHD1/EHD3	3	go_cc
GO:1990391	GO:1990391	DNA repair complex	4/584	16/5170	0.0975746840474189	0.320186817592034	0.25371737040466	TP53BP1/XRCC1/PRKDC/XRCC5	4	go_cc
