paste_into_igv_junction,seqnames,start,end,width,strand,gene_name,gene_id,lsv_id,mean_dpsi_per_lsv_junction,probability_changing,probability_non_changing,control_mean_psi,tdp43kd_mean_psi,a5ss,a3ss,es,num_junctions,num_exons,de_novo_junctions,lsv_junc,strand_start,transcript_id_start,exon_name_start,exon_rank_start,gene_id_start,strand_end,transcript_id_end,exon_name_end,exon_rank_end,gene_id_end,gene_id_junc,junc_in_ref,junc_cat,pathological_splicing
chr19:8210862-8240486,chr19,8210862,8240486,29625,+,CERS4,ENSG00000090661.12,ENSG00000090661.12:s:8210683-8210862,0.106318654,0.58294,1.06E-08,0.003,0.136,FALSE,TRUE,TRUE,8,6,1,ENSG00000090661.12:s:8210683-8210862_8210862-8240486,+,ENST00000561008.5|ENST00000558268.5|ENST00000558331.5|ENST00000561053.5|ENST00000559490.5|ENST00000251363.10|ENST00000559336.5|ENST00000600912.5|ENST00000595722.5|ENST00000558501.5|ENST00000560412.1,ENSE00001201113.1|ENSE00002559430.1,2,ENSG00000090661.12,+,ENST00000559490.5,ENSE00002540593.1,3,ENSG00000090661.12,ENSG00000090661.12,TRUE,annotated,Y
chr3:183822413-183825147,chr3,183822413,183825147,2735,-,MAP6D1,ENSG00000180834.8,ENSG00000180834.8:s:183825147-183825594,0.107213113,0.58527,9.31E-05,0.007,0.132,FALSE,TRUE,TRUE,4,3,0,ENSG00000180834.8:s:183825147-183825594_183822413-183825147,NA,NA,NA,NA,NA,-,ENST00000318631.8|ENST00000431348.1|ENST00000445426.1|ENST00000463801.1,ENSE00001627911.3|ENSE00001278367.2|ENSE00001631304.1|ENSE00001871672.1,1,ENSG00000180834.8,ENSG00000180834.8,FALSE,novel_acceptor,
chr2:62831158-62859169,chr2,62831158,62859169,28012,+,EHBP1,ENSG00000115504.15,ENSG00000115504.15:s:62831019-62831158,0.106913237,0.58816,1.31E-09,0.028,0.138,FALSE,FALSE,TRUE,2,3,1,ENSG00000115504.15:s:62831019-62831158_62831158-62859169,+,ENST00000405015.7|ENST00000449820.5|ENST00000405482.5|ENST00000431489.6|ENST00000263991.9|ENST00000405289.5,ENSE00000962865.1,7|3|6,ENSG00000115504.15,+,ENST00000405015.7|ENST00000405482.5|ENST00000431489.6|ENST00000263991.9|ENST00000405289.5,ENSE00000443426.1,8|9|7,ENSG00000115504.15,ENSG00000115504.15,TRUE,annotated,Y
chr11:44926180-44926366,chr11,44926180,44926366,187,+,TSPAN18,ENSG00000157570.12,ENSG00000157570.12:t:44926367-44926757,0.106948039,0.58841,9.02E-07,0.016,0.132,TRUE,FALSE,TRUE,4,3,0,ENSG00000157570.12:t:44926367-44926757_44926180-44926366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,none,
chr21:46556091-46556403,chr21,46556091,46556403,313,+,DIP2A,ENSG00000160305.18,ENSG00000160305.18:s:46555519-46556091,0.107889349,0.59103,9.07E-06,0.039,0.137,FALSE,FALSE,TRUE,2,3,0,ENSG00000160305.18:s:46555519-46556091_46556091-46556403,+,ENST00000417564.3|ENST00000651436.1|ENST00000400274.5|ENST00000472364.1,ENSE00003495758.1|ENSE00003633613.1,29|4,ENSG00000160305.18,NA,NA,NA,NA,NA,ENSG00000160305.18,FALSE,novel_acceptor,Y
chr6:69738016-69741788,chr6,69738016,69741788,3773,-,LMBRD1,ENSG00000168216.13,ENSG00000168216.13:t:69737942-69738015,0.108334308,0.59167,0.000176126,0.046,0.151,FALSE,FALSE,TRUE,3,3,0,ENSG00000168216.13:t:69737942-69738015_69738016-69741788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,none,
chr19:42397224-42420328,chr19,42397224,42420328,23105,+,LIPE-AS1,ENSG00000213904.9,ENSG00000213904.9:s:42397128-42397224,0.107739191,0.59242,4.36E-06,0,0.134,FALSE,FALSE,TRUE,3,4,0,ENSG00000213904.9:s:42397128-42397224_42397224-42420328,+,ENST00000593491.2|ENST00000597203.1|ENST00000594624.6,ENSE00003068064.1|ENSE00003189612.1|ENSE00002993758.1,1,ENSG00000213904.9,NA,NA,NA,NA,NA,ENSG00000213904.9,FALSE,novel_acceptor,Y
chr10:67823392-67835392,chr10,67823392,67835392,12001,-,DNAJC12,ENSG00000108176.15,ENSG00000108176.15:t:67823314-67823392,0.107760194,0.59559,2.20E-09,0.03,0.135,FALSE,FALSE,TRUE,4,5,0,ENSG00000108176.15:t:67823314-67823392_67823392-67835392,-,ENST00000225171.7|ENST00000483798.6|ENST00000480963.5|ENST00000339758.7|ENST00000480180.1,ENSE00003559505.1|ENSE00003614490.1,2|3,ENSG00000108176.15,NA,NA,NA,NA,NA,ENSG00000108176.15,FALSE,novel_donor,Y
chr20:6015490-6026171,chr20,6015490,6026171,10682,+,RP5-967N21.13,ENSG00000286235.1,ENSG00000286235.1:s:6015361-6015490,0.107825408,0.59611,7.88E-08,0.01,0.136,FALSE,FALSE,TRUE,2,3,0,ENSG00000286235.1:s:6015361-6015490_6015490-6026171,+,ENST00000652720.1|ENST00000452938.5|ENST00000378863.9|ENST00000378868.4|ENST00000489345.5,ENSE00003846523.1|ENSE00003498085.1|ENSE00003496984.1,20|3|2,ENSG00000286235.1|ENSG00000088766.12,+,ENST00000489345.5,ENSE00001866579.1,4,ENSG00000088766.12,ENSG00000286235.1|ENSG00000088766.12,FALSE,ambig_gene,Y
chr6:166952548-166955484,chr6,166952548,166955484,2937,-,RNASET2,ENSG00000026297.17,ENSG00000026297.17:t:166952488-166955182,0.110268442,0.59698,3.37E-05,0.036,0.149,TRUE,FALSE,TRUE,3,3,1,ENSG00000026297.17:t:166952488-166955182_166952548-166955484,-,ENST00000507747.1|ENST00000508775.6|ENST00000611959.2|ENST00000620173.5|ENST00000684236.1|ENST00000682774.1|ENST00000366855.10|ENST00000421787.5|ENST00000476238.6|ENST00000028008.9|ENST00000478180.6|ENST00000683158.1,ENSE00003500002.1|ENSE00003666098.1|ENSE00003921692.1|ENSE00003585069.1,2|3,ENSG00000249141.1|ENSG00000026297.17,-,ENST00000684236.1,ENSE00003916638.1,2,ENSG00000026297.17,ENSG00000249141.1|ENSG00000026297.17,TRUE,annotated,Y
chr19:17203004-17203147,chr19,17203004,17203147,144,+,MYO9B,ENSG00000099331.14,ENSG00000099331.14:s:17202842-17203004,0.108831882,0.59764,1.09E-05,0.003,0.136,TRUE,FALSE,FALSE,2,2,1,ENSG00000099331.14:s:17202842-17203004_17203004-17203147,+,ENST00000602158.1,ENSE00003018586.1,1,ENSG00000099331.14,+,ENST00000682292.1|ENST00000595618.5|ENST00000594824.5|ENST00000397274.6|ENST00000595641.5|ENST00000602158.1,ENSE00003482886.1|ENSE00003509412.1,30|29|2,ENSG00000099331.14,ENSG00000099331.14,TRUE,annotated,Y
chr15:77735053-77756560,chr15,77735053,77756560,21508,-,LINGO1,ENSG00000169783.13,ENSG00000169783.13:t:77734992-77735053,0.108346005,0.60074,5.04E-11,0.001,0.138,FALSE,FALSE,TRUE,2,3,0,ENSG00000169783.13:t:77734992-77735053_77735053-77756560,-,ENST00000561686.5|ENST00000570216.5|ENST00000562933.5|ENST00000563316.5|ENST00000567605.5|ENST00000568951.5|ENST00000564066.1,ENSE00002613556.1,2|3,ENSG00000169783.13,NA,NA,NA,NA,NA,ENSG00000169783.13,FALSE,novel_donor,Y
chr20:44709470-44738820,chr20,44709470,44738820,29351,-,KCNK15-AS1,ENSG00000244558.6,ENSG00000244558.6:s:44738820-44738934,0.10986678,0.61386,3.17E-07,0.027,0.137,FALSE,FALSE,TRUE,4,5,0,ENSG00000244558.6:s:44738820-44738934_44709470-44738820,-,ENST00000427303.2,ENSE00003881215.1,6,ENSG00000244558.6,-,ENST00000427598.5|ENST00000445420.5|ENST00000427303.2,ENSE00001761552.1|ENSE00001784719.1,1|2,ENSG00000244558.6,ENSG00000244558.6,FALSE,novel_exon_skip,
chr6:44280390-44285964,chr6,44280390,44285964,5575,-,TCTE1,ENSG00000146221.10,ENSG00000146221.10:t:44278734-44280390,0.113624996,0.61597,3.20E-05,0.022,0.147,FALSE,FALSE,TRUE,2,3,1,ENSG00000146221.10:t:44278734-44280390_44280390-44285964,-,ENST00000371505.5|ENST00000371504.1,ENSE00001909679.2|ENSE00001455376.1,5|2,ENSG00000146221.10,-,ENST00000371505.5|ENST00000371504.1,ENSE00003680700.1|ENSE00001455377.1,3|1,ENSG00000146221.10,ENSG00000146221.10,TRUE,annotated,Y
chr19:2337333-2337443,chr19,2337333,2337443,111,+,SPPL2B,ENSG00000005206.17,ENSG00000005206.17:t:2337443-2337935,0.110148317,0.61655,3.19E-11,0.027,0.138,TRUE,FALSE,TRUE,3,3,1,ENSG00000005206.17:t:2337443-2337935_2337333-2337443,+,ENST00000586332.5,ENSE00002897096.1,3,ENSG00000005206.17,+,ENST00000621615.1|ENST00000586332.5|ENST00000621568.4|ENST00000614794.4|ENST00000613503.5|ENST00000610743.4|ENST00000618220.4|ENST00000587851.1|ENST00000593243.5,ENSE00003731179.1|ENSE00002805538.1|ENSE00003733094.1|ENSE00002961806.1|ENSE00003668524.1,3|4|2,ENSG00000273734.1|ENSG00000005206.17,ENSG00000005206.17|ENSG00000273734.1,TRUE,annotated,Y
chr5:840597-843600,chr5,840597,843600,3004,-,ZDHHC11,ENSG00000188818.12,ENSG00000188818.12:t:839442-840650,0.112894564,0.61806,4.35E-05,0.043,0.157,TRUE,TRUE,TRUE,4,4,1,ENSG00000188818.12:t:839442-840650_840597-843600,-,ENST00000511193.1,ENSE00002021009.1,4,ENSG00000188818.12,-,ENST00000283441.12|ENST00000507800.1|ENST00000511193.1|ENST00000505815.1|ENST00000512190.1,ENSE00003655036.1|ENSE00003538745.1|ENSE00002053956.1|ENSE00002022320.1,4|2|3|1,ENSG00000188818.12,ENSG00000188818.12,TRUE,annotated,
chr1:1709640-1719358,chr1,1709640,1719358,9719,-,RP1-283E3.8,ENSG00000268575.1,ENSG00000268575.1:s:1719358-1719455,0.110451998,0.61866,7.96E-07,0.015,0.139,FALSE,FALSE,TRUE,2,3,0,ENSG00000268575.1:s:1719358-1719455_1709640-1719358,-,ENST00000404249.8|ENST00000356200.7|ENST00000598846.1|ENST00000356937.7|ENST00000378638.6|ENST00000509982.5|ENST00000357760.6|ENST00000358779.9|ENST00000378633.5|ENST00000460465.5,ENSE00003532668.1|ENSE00003461022.1|ENSE00003592140.1|ENSE00001643586.1,7|6|8|5,ENSG00000008128.23|ENSG00000268575.1,-,ENST00000598846.1|ENST00000356937.7|ENST00000357760.6|ENST00000358779.9|ENST00000378633.5|ENST00000479362.1,ENSE00003637566.1|ENSE00003579874.1|ENSE00003479970.1,5|2|4,ENSG00000268575.1|ENSG00000008128.23,ENSG00000008128.23|ENSG00000268575.1,FALSE,ambig_gene,Y
chr15:73920038-73926240,chr15,73920038,73926240,6203,-,LOXL1-AS1,ENSG00000261801.6,ENSG00000261801.6:t:73919960-73920038,0.111520682,0.61937,1.67E-05,0.035,0.143,FALSE,FALSE,TRUE,3,4,1,ENSG00000261801.6:t:73919960-73920038_73920038-73926240,-,ENST00000568229.5|ENST00000568087.5|ENST00000562739.6|ENST00000567644.5|ENST00000564194.5|ENST00000567257.5|ENST00000565756.5|ENST00000566675.5|ENST00000562965.1|ENST00000562130.5|ENST00000565416.1|ENST00000564963.1,ENSE00002597302.1|ENSE00002594028.1|ENSE00002611379.1,2|3,ENSG00000261801.6,-,ENST00000568229.5|ENST00000567644.5|ENST00000562130.5,ENSE00002608204.1|ENSE00002629859.1|ENSE00002609219.1,1,ENSG00000261801.6,ENSG00000261801.6,TRUE,annotated,Y
chr17:28915448-28917285,chr17,28915448,28917285,1838,-,PHF12,ENSG00000109118.14,ENSG00000109118.14:s:28917285-28917449,0.110626496,0.62075,1.93E-09,0.013,0.139,FALSE,FALSE,TRUE,4,4,0,ENSG00000109118.14:s:28917285-28917449_28915448-28917285,NA,NA,NA,NA,NA,-,ENST00000332830.9|ENST00000577226.5|ENST00000582436.5|ENST00000582655.5|ENST00000378879.7|ENST00000268756.7|ENST00000583524.5|ENST00000584822.1,ENSE00003493615.1|ENSE00003673059.1|ENSE00003502263.1,7|6|5|3,ENSG00000109118.14,ENSG00000109118.14,FALSE,novel_acceptor,Y
chr4:2942327-2946872,chr4,2942327,2946872,4546,+,NOP14-AS1,ENSG00000249673.7,ENSG00000249673.7:t:2946873-2947673,0.111629406,0.62102,0.000128132,0.006,0.135,FALSE,FALSE,TRUE,3,3,0,ENSG00000249673.7:t:2946873-2947673_2942327-2946872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,none,Y
chr17:47486884-47490166,chr17,47486884,47490166,3283,-,MRPL45P2,ENSG00000228782.7,ENSG00000228782.7:s:47490166-47490295,0.11111997,0.62201,4.52E-06,0.029,0.137,FALSE,FALSE,TRUE,3,4,1,ENSG00000228782.7:s:47490166-47490295_47486884-47490166,-,ENST00000575291.5,ENSE00002636879.1,4,ENSG00000228782.7,-,ENST00000425159.7|ENST00000575291.5|ENST00000572695.5|ENST00000573318.1,ENSE00001805322.2|ENSE00002652817.1,3|1,ENSG00000228782.7,ENSG00000228782.7,TRUE,annotated,Y
chr2:27380248-27380761,chr2,27380248,27380761,514,-,ZNF513,ENSG00000163795.14,ENSG00000163795.14:t:27380093-27380444,0.110850969,0.62247,3.67E-07,0.037,0.14,FALSE,FALSE,TRUE,2,3,1,ENSG00000163795.14:t:27380093-27380444_27380248-27380761,-,ENST00000323703.11|ENST00000436006.1,ENSE00003641826.1|ENSE00003661557.1,2,ENSG00000163795.14,-,ENST00000436006.1,ENSE00001636695.1,1,ENSG00000163795.14,ENSG00000163795.14,TRUE,annotated,
chr17:50081193-50081310,chr17,50081193,50081310,118,+,ITGA3,ENSG00000005884.18,ENSG00000005884.18:t:50081310-50081408,0.111360098,0.62718,9.06E-11,0.025,0.143,FALSE,FALSE,TRUE,3,3,1,ENSG00000005884.18:t:50081310-50081408_50081193-50081310,+,ENST00000504417.1,ENSE00002064621.1,2,ENSG00000005884.18,+,ENST00000505306.5|ENST00000320031.13|ENST00000007722.11|ENST00000504417.1,ENSE00003655266.1|ENSE00003459318.1|ENSE00002057990.1,21|23|3,ENSG00000005884.18,ENSG00000005884.18,TRUE,annotated,Y
chr8:94832174-94834300,chr8,94832174,94834300,2127,+,INTS8,ENSG00000164941.14,ENSG00000164941.14:s:94831992-94832174,0.111673928,0.62993,1.61E-07,0,0.141,FALSE,FALSE,TRUE,3,3,0,ENSG00000164941.14:s:94831992-94832174_94832174-94834300,+,ENST00000523731.6|ENST00000524333.5|ENST00000523321.5|ENST00000343161.8|ENST00000523206.5|ENST00000520526.5,ENSE00003588075.1|ENSE00003688158.1,6|2,ENSG00000164941.14,NA,NA,NA,NA,NA,ENSG00000164941.14,FALSE,novel_acceptor,Y
chr4:343908-372664,chr4,343908,372664,28757,+,ZNF141,ENSG00000131127.14,ENSG00000131127.14:s:343782-343908,0.112248991,0.63460,5.28E-07,0.031,0.139,FALSE,FALSE,TRUE,2,3,0,ENSG00000131127.14:s:343782-343908_343908-372664,+,ENST00000240499.8|ENST00000512994.5|ENST00000503699.1|ENST00000505939.5,ENSE00003471925.1|ENSE00003624997.1,2,ENSG00000131127.14,+,ENST00000366506.4|ENST00000240499.8|ENST00000512994.5,ENSE00002036163.1|ENSE00001669961.3|ENSE00001441876.2,2|4,ENSG00000131127.14,ENSG00000131127.14,FALSE,novel_exon_skip,Y
chr2:62831158-62859169,chr2,62831158,62859169,28012,+,EHBP1,ENSG00000115504.15,ENSG00000115504.15:t:62859169-62859291,0.11260888,0.63812,2.89E-08,0.033,0.139,FALSE,FALSE,TRUE,2,3,1,ENSG00000115504.15:t:62859169-62859291_62831158-62859169,+,ENST00000405015.7|ENST00000449820.5|ENST00000405482.5|ENST00000431489.6|ENST00000263991.9|ENST00000405289.5,ENSE00000962865.1,7|3|6,ENSG00000115504.15,+,ENST00000405015.7|ENST00000405482.5|ENST00000431489.6|ENST00000263991.9|ENST00000405289.5,ENSE00000443426.1,8|9|7,ENSG00000115504.15,ENSG00000115504.15,TRUE,annotated,Y
chr7:85181287-85186677,chr7,85181287,85186677,5391,-,SEMA3D,ENSG00000153993.14,ENSG00000153993.14:s:85186678-85187056,0.114295798,0.64305,0.000226438,0.042,0.148,FALSE,FALSE,TRUE,5,5,0,ENSG00000153993.14:s:85186678-85187056_85181287-85186677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,none,Y
chr15:74266787-74268342,chr15,74266787,74268342,1556,+,CCDC33,ENSG00000140481.15,ENSG00000140481.15:t:74268003-74268458,0.114150044,0.64467,9.30E-06,0.029,0.142,FALSE,TRUE,TRUE,2,3,1,ENSG00000140481.15:t:74268003-74268458_74266787-74268342,+,ENST00000398814.8|ENST00000558659.5,ENSE00001302891.5|ENSE00002566894.1,4|1,ENSG00000140481.15,+,ENST00000398814.8|ENST00000558659.5,ENSE00001110696.1,5|2,ENSG00000140481.15,ENSG00000140481.15,TRUE,annotated,
chr13:75804541-75809154,chr13,75804541,75809154,4614,+,LMO7,ENSG00000136153.20,ENSG00000136153.20:t:75809154-75809183,0.115666945,0.64695,1.77E-05,0.021,0.146,FALSE,FALSE,TRUE,2,3,1,ENSG00000136153.20:t:75809154-75809183_75804541-75809154,+,ENST00000357063.7|ENST00000341547.8|ENST00000377499.9|ENST00000377534.8|ENST00000321797.12|ENST00000526202.5|ENST00000465261.6|ENST00000497947.6|ENST00000526371.1|ENST00000526528.1|ENST00000489941.6|ENST00000525373.5|ENST00000447038.5,ENSE00003528336.1|ENSE00003596252.1|ENSE00002185134.1|ENSE00002201895.1|ENSE00002169655.1|ENSE00002163781.1|ENSE00001607562.1,9|8|6|5|1,ENSG00000136153.20,+,ENST00000357063.7|ENST00000341547.8|ENST00000377499.9|ENST00000377534.8|ENST00000321797.12|ENST00000465261.6|ENST00000497947.6|ENST00000489941.6|ENST00000447038.5,ENSE00001151330.1,12|10|9|11|8|6|2|3,ENSG00000136153.20,ENSG00000136153.20,TRUE,annotated,Y
chr7:158100856-158110829,chr7,158100856,158110829,9974,-,PTPRN2,ENSG00000155093.19,ENSG00000155093.19:s:158110825-158110915,0.114036005,0.65065,1.20E-08,0.013,0.142,FALSE,FALSE,TRUE,3,4,0,ENSG00000155093.19:s:158110825-158110915_158100856-158110829,NA,NA,NA,NA,NA,-,ENST00000409483.5|ENST00000389418.9|ENST00000389416.8,ENSE00001304923.1,9|10,ENSG00000155093.19,ENSG00000155093.19,FALSE,novel_acceptor,Y
chr4:75982037-75984832,chr4,75982037,75984832,2796,-,SDAD1,ENSG00000198301.12,ENSG00000198301.12:t:75981933-75982037,0.114669473,0.65622,2.42E-09,0,0.144,TRUE,FALSE,TRUE,4,3,0,ENSG00000198301.12:t:75981933-75982037_75982037-75984832,-,ENST00000395710.5|ENST00000356260.10|ENST00000395711.8|ENST00000503411.5|ENST00000504975.1|ENST00000514710.1,ENSE00003509135.1|ENSE00003536921.1,2,ENSG00000198301.12,NA,NA,NA,NA,NA,ENSG00000198301.12,FALSE,novel_donor,Y
chr9:35364567-35366947,chr9,35364567,35366947,2381,+,UNC13B,ENSG00000198722.14,ENSG00000198722.14:t:35366947-35366993,0.114762902,0.65689,1.93E-07,0.006,0.141,FALSE,FALSE,TRUE,2,3,1,ENSG00000198722.14:t:35366947-35366993_35364567-35366947,+,ENST00000378496.8|ENST00000634487.1|ENST00000636694.1,ENSE00003731659.1|ENSE00003785358.1|ENSE00003800274.1,11|3,ENSG00000198722.14,+,ENST00000617908.4|ENST00000619578.4|ENST00000396787.5|ENST00000378495.7|ENST00000635942.1|ENST00000378496.8|ENST00000634487.1|ENST00000637271.1|ENST00000636694.1,ENSE00003746568.1|ENSE00003732064.1|ENSE00003784252.1,11|12|2|4,ENSG00000198722.14,ENSG00000198722.14,TRUE,annotated,Y
chr1:5888611-5890867,chr1,5888611,5890867,2257,-,NPHP4,ENSG00000131697.18,ENSG00000131697.18:s:5890868-5891028,0.114832871,0.65744,2.93E-06,0.006,0.141,FALSE,FALSE,FALSE,2,2,0,ENSG00000131697.18:s:5890868-5891028_5888611-5890867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,none,Y
chr2:95893724-95895399,chr2,95893724,95895399,1676,-,ANKRD36C,ENSG00000174501.14,ENSG00000174501.14:s:95895399-95895471,0.115991818,0.65843,1.66E-05,0.04,0.151,FALSE,FALSE,TRUE,2,3,0,ENSG00000174501.14:s:95895399-95895471_95893724-95895399,-,ENST00000531153.5,ENSE00003639843.1,11,ENSG00000174501.14,-,ENST00000531153.5,ENSE00003634859.1,9,ENSG00000174501.14,ENSG00000174501.14,FALSE,novel_exon_skip,
chr9:4724376-4740936,chr9,4724376,4740936,16561,-,AK3,ENSG00000147853.17,ENSG00000147853.17:s:4740937-4741227,0.115864476,0.66057,0.00012728,0.023,0.137,FALSE,FALSE,TRUE,4,4,0,ENSG00000147853.17:s:4740937-4741227_4724376-4740936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,none,Y
chr6:28350389-28359524,chr6,28350389,28359524,9136,+,ZKSCAN3,ENSG00000189298.14,ENSG00000189298.14:s:28350272-28350388,0.118741754,0.66472,0.000246908,0.001,0.147,FALSE,FALSE,TRUE,3,3,0,ENSG00000189298.14:s:28350272-28350388_28350389-28359524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,none,
chr7:122031559-122034095,chr7,122031559,122034095,2537,+,PTPRZ1,ENSG00000106278.12,ENSG00000106278.12:s:122031474-122032080,0.121103246,0.66730,3.54E-05,0.049,0.179,FALSE,FALSE,TRUE,2,3,1,ENSG00000106278.12:s:122031474-122032080_122031559-122034095,+,ENST00000651065.1|ENST00000650826.1|ENST00000650728.1|ENST00000652054.1|ENST00000393386.7|ENST00000651390.1|ENST00000651842.1|ENST00000650681.1|ENST00000651863.1|ENST00000652298.1|ENST00000449182.1|ENST00000651320.1|ENST00000652708.1|ENST00000651841.1|ENST00000489114.1,ENSE00003625049.1|ENSE00003501890.1,15|16|4|2,ENSG00000106278.12,+,ENST00000651065.1|ENST00000650826.1|ENST00000652054.1|ENST00000393386.7|ENST00000651390.1|ENST00000651842.1|ENST00000650681.1|ENST00000651863.1,ENSE00001288312.1|ENSE00003843930.1,16|17,ENSG00000106278.12,ENSG00000106278.12,TRUE,annotated,Y
chr1:21598820-21599494,chr1,21598820,21599494,675,-,RAP1GAP,ENSG00000076864.20,ENSG00000076864.20:s:21599494-21599575,0.115992159,0.66778,5.01E-08,0.001,0.143,FALSE,FALSE,TRUE,2,3,0,ENSG00000076864.20:s:21599494-21599575_21598820-21599494,NA,NA,NA,NA,NA,-,ENST00000290101.8|ENST00000374763.6|ENST00000374761.6|ENST00000471600.6|ENST00000374765.9|ENST00000611549.4|ENST00000542643.6|ENST00000495204.5,ENSE00003725080.1|ENSE00003642947.1|ENSE00003512129.1,23|19|21,ENSG00000076864.20,ENSG00000076864.20,FALSE,novel_acceptor,Y
chr19:58583176-58585763,chr19,58583176,58585763,2588,+,CENPBD1P1,ENSG00000213753.11,ENSG00000213753.11:s:58581245-58584397,0.116715606,0.67001,7.26E-06,0.035,0.146,TRUE,TRUE,TRUE,5,4,0,ENSG00000213753.11:s:58581245-58584397_58583176-58585763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,none,Y
chr11:119055571-119056070,chr11,119055571,119056070,500,-,HYOU1,ENSG00000149428.19,ENSG00000149428.19:t:119055489-119055571,0.116271513,0.67028,5.67E-12,0.032,0.144,FALSE,FALSE,TRUE,2,3,1,ENSG00000149428.19:t:119055489-119055571_119055571-119056070,-,ENST00000617285.5|ENST00000614711.4|ENST00000614668.4|ENST00000612687.4|ENST00000652093.1|ENST00000532519.6|ENST00000621959.4|ENST00000543287.5|ENST00000530473.5|ENST00000534233.5|ENST00000526656.5|ENST00000531968.5|ENST00000532421.5|ENST00000533381.5|ENST00000527038.6|ENST00000622474.4|ENST00000530467.5|ENST00000610597.1,ENSE00003714705.1|ENSE00003476419.1|ENSE00003490774.1,4|5|3,ENSG00000149428.19,-,ENST00000617285.5|ENST00000614711.4|ENST00000614668.4|ENST00000612687.4|ENST00000652093.1|ENST00000532519.6|ENST00000621959.4|ENST00000543287.5|ENST00000530473.5|ENST00000534233.5|ENST00000526656.5|ENST00000531968.5|ENST00000532421.5|ENST00000533381.5|ENST00000527038.6|ENST00000622474.4|ENST00000530467.5|ENST00000610597.1|ENST00000526354.1,ENSE00003564540.1|ENSE00003583010.1,2|3,ENSG00000149428.19,ENSG00000149428.19,TRUE,annotated,Y
chr20:36092157-36173764,chr20,36092157,36173764,81608,+,EPB41L1,ENSG00000088367.23,ENSG00000088367.23:s:36091842-36092157,0.116641911,0.67176,2.37E-05,0.025,0.144,TRUE,FALSE,TRUE,4,3,0,ENSG00000088367.23:s:36091842-36092157_36092157-36173764,NA,NA,NA,NA,NA,+,ENST00000406771.6|ENST00000373946.7|ENST00000452261.5|ENST00000447825.5|ENST00000427533.2|ENST00000338074.7|ENST00000636016.2,ENSE00003794415.1,2|3|5|4,ENSG00000088367.23,ENSG00000088367.23,FALSE,novel_donor,
chr19:14176669-14177531,chr19,14176669,14177531,863,-,ADGRL1,ENSG00000072071.16,ENSG00000072071.16:s:14177531-14177744,0.116835901,0.67523,8.53E-13,0,0.144,FALSE,FALSE,TRUE,3,4,0,ENSG00000072071.16:s:14177531-14177744_14176669-14177531,NA,NA,NA,NA,NA,-,ENST00000340736.10|ENST00000361434.7|ENST00000590223.1,ENSE00001055541.1|ENSE00002969103.1,3|1,ENSG00000072071.16,ENSG00000072071.16,FALSE,novel_acceptor,Y
chr7:97969846-97971923,chr7,97969846,97971923,2078,-,RP5-1090P18.1,ENSG00000284707.2,ENSG00000284707.2:t:97969770-97969845,0.117361015,0.67665,4.21E-05,0.021,0.138,FALSE,FALSE,FALSE,2,2,0,ENSG00000284707.2:t:97969770-97969845_97969846-97971923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,none,
chr12:62689807-62693935,chr12,62689807,62693935,4129,-,PPM1H,ENSG00000111110.12,ENSG00000111110.12:s:62693936-62693999,0.117732952,0.67937,3.79E-05,0,0.139,FALSE,FALSE,FALSE,2,2,0,ENSG00000111110.12:s:62693936-62693999_62689807-62693935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,none,
chr1:7249626-7411597,chr1,7249626,7411597,161972,+,CAMTA1,ENSG00000171735.19,ENSG00000171735.19:s:7249491-7249626,0.117415988,0.68032,1.14E-09,0.018,0.145,FALSE,FALSE,TRUE,4,5,0,ENSG00000171735.19:s:7249491-7249626_7249626-7411597,+,ENST00000303635.12,ENSE00001328700.1,5,ENSG00000171735.19,NA,NA,NA,NA,NA,ENSG00000171735.19,FALSE,novel_acceptor,Y
chr3:183818111-183820100,chr3,183818111,183820100,1990,-,MAP6D1,ENSG00000180834.8,ENSG00000180834.8:t:183817994-183818111,0.117917596,0.68252,2.10E-06,0.015,0.144,FALSE,TRUE,TRUE,4,5,0,ENSG00000180834.8:t:183817994-183818111_183818111-183820100,-,ENST00000639401.1|ENST00000318631.8|ENST00000431348.1,ENSE00003807286.1|ENSE00001278346.1,10|2,ENSG00000283765.1|ENSG00000180834.8,NA,NA,NA,NA,NA,ENSG00000283765.1|ENSG00000180834.8,FALSE,ambig_gene,Y
